Text,True Sentiment,IBM Watson Sentiment,IBM Watson Confidence,IBM Watson Response Time (s)
movie thriller track movie romance story gang tale comedy road movie well fact none BR BR clock_time waiting something interesting happen still watch_over blunt uninspiring superficial clich movie high-risk soundtrack evening stellar cast acting wanting believability hit mankind quirks lady_friend whos act_as hard get gang cat acting tough incompetent cops yawnbr BR Idaho commend watch double_back want see sound movie address famous actor go see iii interment melquiades estrada tommy Spike_Lee jones thats predict worth watch_over,negative,negative,-0.958476,0.41291379928588867
painful movie fully platitude perplexing aspect bad acting atrotious script hard believe guys wrote people v larry flint man synodic_month wrote drivel man makes name upper_side worst pic alltime didnt hombre director call realize first trouble tyke bad enough let alone hold sequel perplex piece trash film same shown children let alone released,negative,negative,-0.999908,0.610755205154419
st watched dir harold young rd universal mummy movie first two far last result viewers linear_perspective write_up standardised results hohum time account placement U egyptian non-Christian_priest fresh follower sends mummy res_publica hopes reanimate killing posterity spread_out original tomb time mummy work lon chaneywhich doesnt throw much dispute hes really necessitate much do grapheme fresh non-Christian_priest becomes morguekeeper town sends mummy dirty deeds eat tanna leaf juice fille mother elbow_room non-Christian_priest decrease unmatched descendents fianc privation yes immortal himhavent heard plan trend frustrate town hunt mummy torchessimilar frankenstein colossus burning creature ends storyhow become sequel guess youll find next unmatched series,negative,negative,-0.928889,0.40390563011169434
fantasy dead garbage thought michael moore cornered market ridiculous antigovernment movies ane far high-risk anything ever wonder critics british culture_medium complain driven rag news_media moving_picture leftwing loonys corking fantasy come animation liberal concealment anyone even slimly decent overzealous bushbashers appalled ever got funding relieve_oneself im sure well syria Persia pakistan north korea though hard conceive twenty-four_hours insane muslims blowing devoid commuters anyone UK recollect britain give_up war terrorist_act surmise longer country admired standing unequalled Nazi nearly years ago acclaim neville chamberlain hapless policy appeasement,negative,negative,-0.96552,0.41611266136169434
intercellular_substance turn_on summer smash_hit visually fantastic besides curiously remember fire twilight zoneish manner general reign applies subsequence doesnt pair precursor worse doesnt even_out compare itbr br reloaded detonate onto screen unprofessional mode spread_out seconds first mental_picture generally good one Sacred_Trinity dash dream directly pic dive fatal first minutes gradually gains impulse enter intercellular_substance agent smith battle bring place drop_off accelerate reaches minute machine chase sequence gets even_out worse big groanworthy kink conclusion worst overlong Utopia rave picture absolutely nothing plot_of_ground besides pathetic apologise erotica depressive dance musicbr br bullettime aspect intercellular_substance good addition reloaded overutilization have seem boring first one interesting plot_of_ground turns linear remotely interesting picture basically series fashionable diversions prevent us realising abandon in_truth form wrong principle grownup beneficial appear intercellular_substance dealership quickly derive extra effects drenched misfire enfranchisement lead wars saga havebr br dissemble standard hapless part comfortably character grade offer hugo meander agent smith one slightly interesting keanu Reef definitive neo extra effects little way have lots impact honorary_society grant nominee laurence fishburne reduced flat mentor hapless dialogue carrie ann moss part action_mechanism biddy could practise lots beneficial actress br br hapless throwntogether picture intercellular_substance reloaded dashing_hopes didnt the_likes_of first one unlikely flock ones traditionalist fans even_out moving_picture subgenre extra effect windfall nonage report intercellular_substance etc still kinda hapless imdb rating,negative,negative,-0.960746,0.4096653461456299
evening Disney guilty John_Cash cow disease holla winner bonk germ sign_of_the_zodiac mouse cashed herbie taunt herbie goes monte carlo herbie goes bananas neither continuation entrance charm euphemistic appeal bonk germ back one find race number_one_wood jim Little_Giant brother wheely applegate entering herbie monte carlo rally course matter outside race start take precedence get mixed baseball_diamond robbery herbie downslope bonk another railway_car railway_car stunts course pleasant well-fixed eye would churlish really vent malice friendly assemble fluff flick goes nowhere profligate personally envision mint motivated assemble work inactive get envision herbie take bathtub foil baddie course dance peeress sprightliness something everyone think,negative,negative,-0.870661,0.404374361038208
buy film ebay part lot twenty horror flick dollar assemble watching first effect in_all_likelihood tardy later began thinking linkin ballpark posters wall everything else seemed hint dealing Recent film gain flick get unbearable torment close minutes longest moving_picture history film pass_up goal writing_style horror children case film in_spades parents perverse plenty deprivation introduce offspring horror intimate would everlasting tiddler affair really like greg cipes much good actor kind nostalgic retroactive bottom part drivein doublebill,negative,negative,-0.732802,0.41519665718078613
saw mstk version film bad motion-picture_show nearly bad low imdb rating currently least motion-picture_show yield economic_value apparently competent editor_program unlike movies truly horrendous primary trouble motion-picture_show appealing characters any main character marv pathetically dour much asks bad gourmandize chance isnt smart either would figured last_out by conniving daughter betty even pathetic marv beget aught drunken failure highlight film heist chronological_sequence final_stage even weak run excitement mightiness added film whole lacking least motion-picture_show do funny mstk episode mike bots great speculate stimulate fun,negative,negative,-0.972563,0.39903736114501953
cant say enjoyed much braggart lebowski raising genus_Arizona sense small slighted brother pleasurable motion_picture worthy good laughs taste coens brisk twisted sense creativity videodisc edition contains featurette interest find coens fairly simple-minded directorial techniques surprised course moving_picture best case im saying equivalence wasnt worthy Academy_Award many feel surcharge maybe look invoke br br though enjoyed coens premature oeuvre ive never fan older Western dukes hazzard block show day-to-day tnn guess thats didnt feel enthusiastic checking moving_picture seeing revolves round southerly kinsfolk south reading dont mean violate the_great_unwashed im sure guys feel means find_out movies urban commonwealth ilk bronx tale springy city life hard get accustom motion_picture nature apologies aside found characters sport offbeat think john turturro sweep_through stress utterly seeing means mouth real life find amazing tim William_Blake Horatio_Nelson also good course George_II clooneywho assume best feigning accentuate judging determination chuck idea working dialogue passenger_car educate fresh england stress everlasting stormnaturally appear small miscast continually fight stress performance good though also blob coen habitue ilk Buddy_Holly hunter curt sweetness purpose john goodman also CRT_screen curt time buy every minute itbr br though dont ordinarily cut_into commonwealth euphony liked title Sung military_man unremitting rue videodisc also contains euphony TV Sung br br overall found motion_picture entertaining original doesnt inyourface prime coens shown us past svelte try good unitary still suggest baulk br br score,positive,negative,-0.398616,0.4132542610168457
shwaas may beneficial report theatre_director perfectly devoid talent have_sex stop report forebode people human_activity upset ten second picture people pantomime human_activity confusion report forebode niggling background history ten second picture konkans greenery report forebode small_fry throwing tantrum beat idea br br reference extreme closeups number people pry hair movies seen big blind movie seen tv also amruta subhash plays asavari worst actress ive seen rather farseeing sentence rule human_being would need practise overacting eld reach effortlesslybr br consecrate solely subject topic dissimilar report bad fact movie wish shwaas gets indias entry Oscar tells volumes state Amerind movie_theater state Amerind judging citizens_committee movie beneficial subject topic arty,negative,negative,-0.990414,0.41292285919189453
cheap mindblisteringly dull story dissemble single good crinkle even crinkle bad sufficiency good memorable livery even bloomer reel let_in videodisk showed inept actors little fun esoteric mysterious basis apathetically spurious antagonists failed creepy-crawly believable homoerotic partial pointlessly tame dissatisfying limited Whitney_Moore_Young_Jr. son caressing chest flaccid drawers im gay sufficiency appreciate little action_at_law might to_the_lowest_degree retain girlfriend come_alive,negative,negative,-0.996336,0.4126772880554199
said citizenry really look_up_to monograms movies fountainhead monogram studio_apartment lived form cost plus basis cost plus adequate pay rent grease_one's_palms pizza_pie bottle rich muscat_grape every sure theyre cheap Army_of_the_Righteous face theyre coarse fast philistine vulgar tickle_pink pretensions theyre project divert audience minute bottom double bill john Duke_Wayne gallops unfounded west on road seamed call poles isnt art entertainmentbr atomic_number_35 take movie trajectory vitiate beginning first meeting characters military_personnel might introduce female comrade abruptly avoiding tedious refinement prof groom-to-be help rocket scientist beautiful woman passion growing impatient im e'er wrapped scientific wreak perhaps could buy marry founder babies picketfenced home yearns essential pass_away journey learn aspiration clear too likes little rough pull_through lot save flash time doesnt thats citizenry mean say chronicle fast one shaft five days hint affair mean hell cheap sci fi movie Joseph_Henry james really peculiarly wellfunded example monogram movie coloring_material one thing cinecolor exact tell coloring_material youd greet look cast female lead dismissible common monogram male leads in_spades atomic_number_5 lean cameron mitchell reporter yet collision stride male lead occur think never really arthur franz pipesmoking brain scientist superbia perth amboy new Garden_State skill fiction fans pair whiz Esther_Hobart_McQuigg_Slack_Morris ankrum john litel theres really often gunpoint report plot point five bunch members barge_in domain vitiate find cloak-and-dagger civilisation inhabited organisms whose organic_evolution isomorphic right five digit willowy infant short skirts picked english listening program american program adjudicate speech theyre direct minatory cabal try commandeer blank_space send build many caricature colonize ground succeedbr atomic_number_35 especial core arent especial men paseo around partner_off excess readiness wearing black costumes stylized lightning decamp emblazoned chests cherry crest billowing behind names consist exclusively english phonemes alzar terris ikron lithe martian falls arthur franz nominate alita indoeuropean diminutive appendage already knows kissing isbr atomic_number_35 overall found snappy designate leaden chronicle sawbuck rogers serial earthlings martians fulfill ground common language martians minatory agenda thats deuce 60_minutes eve inert film_writer could turn chronicle nazi spy humankind state_of_war ii plot make enumerate dialog sparkle playing pedestrianbr atomic_number_35 however dedicated aficionados monogram production savor jeanluc Goddard contrarian French egghead dedicated bout de souffl monogram cant spoiled,negative,negative,-0.949626,0.7105152606964111
matthew aldrich name suitable remembrance individual took fingers keyboard fall one worst scripts clock_time clich predictable insult populace intelligencebr bromine fillet_of_sole donee blame course renny harlin took abyssal rationalise book made film sam jackson male_erecticle_dysfunction Zellig_Sabbatai_Harris really read chose headliner blameworthiness aboundsbr bromine denise Ivor_Armstrong_Richards film scripts arent enough razzies universe give proper recognition genuinely horrible indite really isbr bromine fairness samuel Helen_Maria_Fiske_Hunt_Jackson professing improbably refreshing manner presented extremely creative end day passementerie pretty trimmingsbr bromine software way desire garbage indite unruffled garbage indite,negative,positive,0.725855,0.5150351524353027
human crack camp blaxploitation flick star cabaret comic rudy electron_beam Dudley_Moore perhaps lovely purpose appointment flick tells narration dolemite bad AS pimpin floozie gets awry side white anti-Semite sheriff sleeping wife dolemite barely escapes journeys sunny california visit old friend cabaret owner dame dolemites lady nominate queen bee however seem touch cabaret owner mob link trying heftiness fraudulent_scheme dolemite takes matters hands rudy electron_beam Dudley_Moore showcases many divers talents watershed film including inviolable dramatic skills mastery kung fu telling singing voice provides deuce strain soundtrack touching compassionate side lady overall compelling personal_appeal keen sense comic timing film hoi_polloi trench plot_of_land acrid action_mechanism laughaminute drollery beautiful women distress slambang endingwhat could demand flick run dont walk topical_anaesthetic video stash_away lease human crack today sure share family,positive,positive,0.956331,0.40767669677734375
front im sorry half world select offense living jumble enough dont need watch fashion dig Marcus_Antonius Sir_Anthony_Philip_Hopkins big time even see fracture jazz would steam pile quentin affair well shot daringeven artsy wellproduced films reasons cuts fasting edit Buckeye_State naturalistic interpretation excuse thingll make headland hurt loyal strike picture ever take nowhere quieten have_a_go_at_it ah sick always give another chance arent made time watch bad ideas screen vamoose,negative,negative,-0.990665,0.41416406631469727
celluloid mexican made repulsion celluloid late thoroughly very bad either plenty schlock padded pretty heavily nudity violence patch to_the_lowest_degree sample keep even patch anathemise Frankenstein's_monster inspired dont tamper deity sphere bmovie fare padding mixed distaff wrestling made United_Mexican_States wrestling seem popular mexicobr Brigate_Rosse patch Doctor wants save boy dying leukemia bushel return hope poor bozo dad idea graft Gorilla_gorilla gist sons save life dont know im attorney Doctor transpose works sonnyboy close seemly manape terrorizes nude char stamp_out anyone gets track theres likewise subplot involving cop girl wrestler very didnt sum_up much wanted bewilder masked distaff grappler here thoroughly rationality sobr Brigate_Rosse celluloid tolerant cheap bad bmovie day patch basically reprocess affair werent tied well nevertheless celluloid tolerant play way dont know perchance mexican repulsion celluloid beat normal bad movie dieting guess may mix romance Wyrd thingsbr Brigate_Rosse check like cheesy strange films nudity distaff grappler,negative,negative,-0.996005,0.5065047740936279
Buckeye_State dear Almighty movie horrible vast fan horror movies metre horror movies people say sorry like actor played straw_man amazing say plot awful made sense way a_lot Albert_Gore_Jr. unneeded loathly sex picture beginning think conductor trying shocking bric-a-brac make_out awful add slew sanies dirt called plot actors besides straw_man awful cared little soon forget conclusion movie made sick avoid watch_over movie at_any_rate please,negative,negative,-0.998026,0.6163363456726074
hard have_intercourse story great book thoroughly film version fred zinneman yet film awing outset casting terrible richard gere played Canis_aureus edward play_a_trick_on interchangeable type code didnt need peck original playscript adding a_good_deal worthless expensive fluff film cue many Robert_the_Bruce willis take get_a_line huge expense goose_egg cinematic show conspiracy possibility shoot substantial fix film bad fine original playscript every person michael caton Daniel_Jones banned realise take long_time revilement film substantial filmmakers hollywood go trial theme film would showing shame,negative,negative,-0.994396,0.6200942993164062
sandbag put_together artyou watch_out every paradigm moving_picture witness beauty itfirst would ilk say saw German soldiers helmets sympathize whiz warfare hade inspiredthe conniption kill baby frightening saw ilk itbut moving_picture end thought conniption changed head thought world war exactly German didbr Br icebattle conniption best war picture seenif bestthey way_of_life moving_picture unite euphony wonderfully sandbag visual images really excellentthen Prokofiev musical_score one famous sound lead chronicle thought best tobr Br say turn arteisenstein created sandbag masterpiecea propaganda moving_picture beautiful turn artistic_production felicitous got criterion assemblage Sergei_Mikhailovich_Eisenstein solidifying,positive,positive,0.920828,0.5087771415710449
good schindlers list regain movie a_good_deal powerful documentary_film regain real_number sprightliness details story frank family anne particular although bit obtuse moving first detailing family sprightliness war becomes powerfulbr br referable footage photos camps would urge shaver adults illustrates revulsion Holocaust i young girl extremely advocate,positive,positive,0.934062,0.406299352645874
im hoping make one-half past dead cash_in_one's_chips spite rubbish seagal wasnt goddamned crap directing action scenes take_aim invest game besides disconcert fundamentally felt rushed maybe shelved relinquish capitalise seagals newer filmsbr br br br hes up_to_now bring siege loose weight,negative,negative,-0.995615,0.4140777587890625
content world brink war disregarded hoi_polloi fabulous urban_center everytown lay_out england general could easily stand Carry_Amelia_Moore_Nation world war finally arrive ravages continue another five-spot long_time time everytown whole destroyed adding desolation bell humanity meander sickness pestis continues another four yearsbr Brigate_Rosse things come balances fatalist futurist world view science holds hope revived civilization fly world concept child's_play bite corny though spokesman camarilla raymond massey unfaltering military_mission dedicated cause fails others follow content continually reinforced throughout picture_show impart home convincingly masseys end flick lecture piece insatiable need test limits knowledge achievement requires universe aught mindsetbr Brigate_Rosse films imaging automation machinery second half remindful not_bad silent picture_show urban_center everytown reconstruct transformed year spectacle urban_center conversion strikes redolent harmonize computer_architecture mod metropolis today suggest movies spookily prophetical imaginativeness arrive fruition flick receive wrong sixty 7 long_time though piece first military_mission moon hundred year timetable probably seem legitimatise Brigate_Rosse Brigate_Rosse things come one rareness picture_show picture build call_back side come forces advancement face_up precariousness maintain status quo comfortable interrogative_sentence choices offer built-in risk unknowable outcomes opt bystanders take_a_chance swept forth forces beyond control,positive,positive,0.454326,0.3706645965576172
somehow in_truth thought going know picture know pictures mountain climbing great whodunit plot moldiness say picture_taking grotesque scarey scenes appropriate attention thought nicole eggertdiana penningtonthank good night played convince role youth girl tragic loss life fit grapheme want guide mountain marc vocalizer backer brand played flimsy weird roast pretend many scenes bad temper see comical picture big disappointed worth watching unless nothing tv know,negative,negative,-0.842014,0.37906575202941895
opening_move jibe pass player fall_in too_soon view many mens lives run women humour hail thru start Clarence_Day Clarence_Day formula lifebr bromine eric lartigau director plunk many european Isle_of_Man feel complete control lives yet without helpsupport women around seem make thing lick use nervus_facialis image end-to-end pic superb clever placement older fellow_member family_line mother spot onbr bromine enough laugh movie still deals single parentsadoption strength family_line bon_ton truly rewarding watch one french seam capable makebr bromine far one best films seen year good worth five start paygrade look ahead add_up one dvd appeal released extremely advocate maturate,positive,positive,0.99153,0.37637925148010254
winnow cheesy revulsion movies control TV shop believe would give try ive seen wish upon be soul satellite get picture_show rentals free sense didnt get moneys Charles_Frederick_Worth ive seen high-risk cheesy revulsion movies time Hades im winnow insult,negative,negative,-0.803122,0.3303971290588379
girls power prettier youre accompanyist faced onlooker im sayin itll takings special circumstances nonwhince chemical_reaction effort delivery many business_line appears distractingly unnatural actor lighting appear problem although failing eyesight English_hawthorn accounted frequent squinting panorama film openminded enough accept elements zoo Circus would turn_down belowground creatures feast dozen campers come_on vacuous Pelican_State hall thats uncovering trio slay print media look_into deaths two melt survivor set_off some_other threesome takings trace eureka realized one aforementioned special circumstances would unconsciousness,negative,negative,-0.823943,0.38605833053588867
even leave unembarrassed be_intimate outset II photographic_film franchise sweeping outside sort biased leanings power character liquid_ecstasy bevel make_for pace average cartoonery wild space virtually land cash_in_one's_chips itbr BR cash_in_one's_chips rugged nasty streak brought feeling character delirious liquid_ecstasy rockatansky cash_in_one's_chips affect feeling nakedness apocalyptic world crucially cash_in_one's_chips music_director George_II millers rage franchise dreadful score matches cartoon heart flick seem Godhead didnt really know amount cash given piddle third gratefully last instalment sure stunts spot expected course moth_miller manages paint barren desert landscape_painting strictly lifting dress notwithstanding intelligibly struggled wise ideas action since road warriors crowning resplendency petrol tank_driver pursuit replicated uses prepare insteadbr BR poor demo may seemed like ambitious turn events back mid viewing deuce-ace photographic_film unitedly thunderdome comes across music_director lose edgy approach whilst woefully getting caught mix clowning fantasy action accuracy neither genre slants would worked singularly circumstance series anyway return flick strictly 1 real in_force thunderdome agitate sequence stunt men merit deferred_payment least third time assay like flick glutton penalisation undoubtedly wont try_on ever,negative,negative,-0.994514,0.40235090255737305
idea pull_in take beatles speech_sound fate idea output catch idea factual historical beatles peradventure best try animate past produce exemplification works best usable beatles material on_the_nose birth beatles extend United_States_of_America simple level be_intimate United_States_of_America without extravaganzabr Red_Brigades spoilers Red_Brigades Red_Brigades warn everything accurate beatlesgraduates might have_a_bun_in_the_oven beatles regard do songs hardly fifty-fifty draw_up time beatles execute ask atomic_number_15 love fifty-fifty dont botheration beatlesgraduates see beatles take performed songs actually hamburg younger witness might anymore recognize beatles determine jazz original hamburg repertory johnny b goode stu sutcliffes love sensitive retainedbr Red_Brigades guy play beatles output hardly look like archetype repose take still construct good reckon take repose fairly accurate guy plays Lennon good repose set badness either brian Jacob_Epstein gravid moment sacks pete best group plausibly memorable scene whole take too bonus set_out see original cavern club take,positive,positive,0.948835,0.34243035316467285
perfectly pillock weapon opine guys dancing beginning unrivaled steven Segal movies intented mock jeff forms terpsichore medicine beginning pillock movie plat predictable fights carnival jeff number well sofa vex sieve weapon unrivaled scene,negative,positive,0.4868,0.3218705654144287
understanding norliss taping deserve stars mien angie dickinson puke getting watch angie baby prepolice woman performance theres nothing else worth check herebr BR synopsisbr BR nestling spoilers BR BR Jacques_Louis_David norliss pink write Christian_Bible occult unity day mysteriously disappears phoning publishing_company suggesting trip_up crossways something placed mortal danger total series poor pilot write apparently intended series flashbacks via norliss taping set audio_recording taping writer recorded investigating subject supernaturalbr BR pilot instalment moneyed sculptor choke purchase ancient egyptian scarabaeus surround local occultist see bauble hold immortality demise soon discover surround doesnt grant immortality instead reanimates sculptors corpse allowing head_for_the_hills crypt run roughly Town draining pretty female_child bloodbr BR bluefaced yelloweyed growling arrrghhhhhhs havent take_heed since last watched scooby doo toon sculptor plan_of_attack married_woman dickinson unity dark Nox get_out via mutual familiarity liaison norliss get assistance solving secret nates late hubby unearthly return estatebr BR ridicule vampire theres vampire fib despite may understand take_heed sculptor doesnt drink victims stock collects dont know watch attacking ne'er collecting fulfill endorse set_out bidding immortality wrick reanimate sculptor allowed dwell forever_and_a_day construct life-size statue demon make sargoth mixture clay human stock finished sargoth plans live statue using gateway worldbr BR last analysisbr BR norliss taping wasnt picked series honorable understanding drivel watch synopsis fib paltry illconceived peck roleplay talks pop_the_question better isnt eventide challenger bad honorable award sometimes bad badbr BR years get_word metro grumble capital merits norliss taping excited retrieve airing bedevil movie channel compliments hadnt set fallbr BR test groaner kickoff time two Day agone assume applause youve take_heed far imdb referee get_along reviewing show_up free-base dim memories nostalgia youth perchance plainly loyal lover dan curtis either elbow_room theyve put_up shoddy reviews norliss tapesbr BR pauly orchid october,negative,negative,-0.8069,0.4683797359466553
two brief tantrum outset appear unrelated rest_period film see darkhaired obviously rich beauty back limousine number_one_wood stoppage odd positioning mulholland tug twisting thickly wooded twolane road full_moon star_sign look_out_over los angeles number_one_wood some_other man passenger butt turn round kill two trail bucket_along automobile opposite counselling make_out crashing limousine darkhaired cleaning_lady survives body_of_work way rooftree sunset avenue hides holiday womans apartment shortly betty Noemi James_Watt holiday womans niece demonstrate apartment runs dour haired cleaning_lady memory_loss bulk outset disunite film betty dour haired cleaning_lady trying physique the_great_unwashed trying kill yard buck strange key purse interlard queerly dreamlike threads hollywood producers music_director occasional forays land hoodlums prostitutesbr br May sound bit complicated confused thats one-half film fabricate stand_for constantly give version basically guaranteed realize film often assurance make_it version outset time round even passel live likeminded filmssuch souvenir donnie darko inside mash gist May realize second_base reckon either studio aware extent theatre_director david lynch indite clues unlocking thriller put back chapter itemization put_in videodisk lynch picky inclination clues nearly sibylline film doesnt helper trying physique early stages complex_body_part extremely building_complex takes recollective time physique split_up supposed really building_complex cuddle flashbacks section contextual clues theyre flashbacksbr br film Worth watching Worth trying physique bet discernment obviously aerofoil rase film sure attractive winnow surrealism although tend appear bit slow excessively confused witness caliber many surrealist view film distinctive lynch undercoat lynchian moment old dyad offset bizarrely smile nearly theyre stranger pod the_great_unwashed trying put front youre companion mode like youll find often love although many way mulholland tug reasonably unostentatious lynch also Worth note witness wholl primarily interested enjoy often view mulholland tug quite_a muggy Lesbian aspect gratuitous although problems gratuitousness instead of_import flexible_joint filmbr br like lynchs movie comfortable become ecstatic unparalleled coming every prospect filmic art attention contingent grievous pupil film including armchair studentscinephiles study mulholland tug many love lynch doesnt rent anything fade unmanipulated includes brilliant color schema superfluity bolshy knock of_import symbolization take strange use sound echo phone extend division score follows betty outset make_it drome directs worker save trace superfluity flaky way device_characteristic odd pauses rent odd surprising feel witticism paper_bag name winkies spicy dogsmade knock star_sign provides clue color symbolismbr br lynchs attention contingent production design provides of_import subtle clues end-to-end film helper matchless unlock stand_for interesting note lynch even evidently demands videodisk scheduling unusualthere chapters disc must either watch film really time fast forward rewind get back picky pointsbr br surrealism hide stand_for film attractive youre fond puzzles mulholland tug easily Worth watching prospect reasonably recognised version film least broad generalise rase wont recount standard version hereit Worth researching youve seen film dyad clock_time get_to end many article monographs compose film rendition even internet_site consecrate itbr br money however although in_the_main love lynch find many matter mulholland tug attractive quite_a least nevertheless feeling score could lull rise_up subsequent viewings though braid prospect film done often beneficial body_of_work inside mash gist mulholland tug attractive aerofoil phantasmagorical touches plot_of_ground doesnt carry easily lynchs filmsbr br lull mulholland tug sure commend right herd youre grievous film judgement opine watch two would of_necessity coincide shouldnt lose matchless,positive,positive,0.834207,0.617821216583252
spoilers in_advance demand secret_plan movie done done ferris buellers day brand thrash man houston work sick green parents think sister knows hes faking still must move civilize mad company friends parents away clock_time parents get home sick parents ne'er found company comparable immature wagerer home company still immature,negative,negative,-0.999733,0.32814931869506836
dont know Oscar voters saw film must get_word somewhat laborious gormandise see capable honor best pictorial_matter Oscar know fortuitously gene kelly gaming would doubly bad believe offset dont retrieve leslie caron really equip gaming role isnt talented isnt heavy dancer shes serious looking attaint one histrion actress Crataegus_oxycantha ruining film like playing leslie caron hadnt power made rattling film story healthy directing wasnt bad said gene kelly somewhat serious im sound_out gormandise leslie caron knock im sound_out retrieve thats defective part film shes likely serious actress lingo tell havent get_word anything else retrieve somewhat bad American paris require see conk ahead im cogent youre style proficient watching singin rainwater,negative,negative,-0.806836,0.38010263442993164
stumble onto movie ebaying caesars palace overgorge im bewitch rich Lope_de_Vega story last pilot sumptuousness haunt notwithstanding standing good condition unless enumerate ballys pilot mgm grand respect movie hand_over fullforce youre give_way grand tour caesars propertywhich spite restoration additions theyve done long_time open see alarmingly similar moving_picture overall plot slightly difficult be thanks large part horrendous cut say horrendous im using Logos lightly theres lot splicedin secondlong snippets Lope_de_Vega dealings gambling_casino gang even scene Henry_M._Robert drivas fibre conversation father a_great_deal helium grown without account drivas conk_out infamous snippets spoil piddling boy back talking back forward father doesnt give by plot contingent anything unity organise maybe wont boggle cut moving_picture aged well otherwise good message implicit_in differences father Son guys could touch_on pattern fashion,positive,positive,0.339063,0.41554760932922363
good enjoyed made tv picture channel surfing came crossways originate picture son glad break_off picture substantial blistering cast comfortably semibelievable plot theres drama drollery activity best human nature aspect pic makes great hope comes video steal copy rating stars,positive,positive,0.995441,0.4115166664123535
ne'er study classic science fiction novel miniseries ground may actually good unfortunately fan book probably habit capable view first hour two political connive taken film significant scenes book taken character_reference motivations changed completely Holy_Scripture wrong character_reference verbalise novel Paul_the_Apostle atredies teen geezerhood boy unbelievable political acquisition great understanding manner world puzzle_out film hot headed queer avoid moving_picture costs,negative,positive,0.75337,0.40063977241516113
extremist cheezy soundtrack vinnie try_out in_truth toilsome jade playscript ostentate by submit tacky delete figure blast doubly dont vex extremist cheezy soundtrack vinnie try_out in_truth toilsome jade playscript ostentate by submit tacky delete figure blast doubly dont vex extremist cheezy soundtrack vinnie try_out in_truth toilsome jade playscript ostentate by submit tacky delete figure blast doubly dont vex extremist cheezy soundtrack vinnie try_out in_truth toilsome jade playscript ostentate by submit tacky delete figure blast doubly dont vex,negative,negative,-0.965174,0.41722702980041504
count feelgood hit summertime dismal harvest mightiness ticket product values movie exceedingly high looks filmed sony handicam blue-pencil exploitation imovie especially sound effects sound square flighty Hallowe'en sounds candle scarecrow underwrite although doesnt come_along movie other_than relevance terrifyingly realistic begin end youll watch man aimlessly searches girl pun intended lemon climactic closing movie youll find_out wellyoull watch yourselfbr BR im really trying say dont come inside railway_yard movie charter recollect would camp assort troll funny cried watched movie realized spent money found spent let actually cut_down deceased minutes still knew going,negative,negative,-0.993619,0.6143481731414795
man mustiness pronounce meet drone excited futurist soldiers taking bad derriere lamia conduce literary_genre veteran michael ironsidein outer_space mean wasnt require luxuriously art appear like potential b movie Hellenic question tv fender reedited time later sport pic wasnt picked all_right ill start films unspoiled points action competent low-pitched budgeted pic cgi localisation used fair_to_middling onto bad number_one michael ironside barley carrying_into_action herewell cheap unspoiled way said wasnt a_lot anyways cant blame one thing really stupid peta type group lamia im jocose obtuse unbelievable thing ive seen on time taken seriously likewise pic commits one major b movie blunder tease lesbian prospect doesnt deliver lapse pic cypher really happens since think fender script almost nonexistent doesnt even end even main villains fall towards end always movie needed sleaze panel factor vampire war closing pronounce main work_party spaceship capable actors could well put peck behind give_way bigger good things cypher knead,negative,negative,-0.9829,0.40896105766296387
unless youre occupy seeing hours worth scenic mountain footage have hysterical characters pot theatrical_performance cheap gore often either would advise avoid movie recollective twist overlong rather annoying unskilled feel masterpiece modal thriller shot modal style gorgeous italian landscape_painting Brigate_Rosse Brigate_Rosse im huge fan slow paced film plot_of_land delight think_of caseful didnt work plot_of_land trite interlaced trivial unimaginative characters back_up hilarious raging mobs typical italian widow dressed dark sobbingbr Brigate_Rosse acquainted intimate Italy land side movie might worth seeing scene salient rather breathless movie isnt yet cypher ordinary_bicycle often full italian horror flicks often else oscitancy fest,negative,negative,-0.988763,0.31980109214782715
pick_up gary busey K rated film first overnice one dont know often music_director patently sleep_together spend one_dollar_bill get jillian clare come nestling eff thing think_back St._Christopher atkins downhearted lagune disney involve see film frame piece_of_work wife call_back cute wish quality seemed real wish content film sends greed sucks trust eff menage wins first lowbudget videodisc weve purchase often stuff producers made one nestling nestling screw wish music supernumerary videodisc music_director in_all_probability wont wedge menage movies hope cause really sleep_together get nestling animals stars ilk gary busey bounder great pick_up gary busey act ilk bounder even singular wasnt often didnt ilk one voiceless happen menage film without unrefined wit quigley delightful surprisal,positive,positive,0.633442,0.3897833824157715
farsighted meter havent seen safe fantasy movie magic fights fifty-fifty honorable lotr fifty-fifty considering movie havent calculator limited effects movie safe secret_plan safe acting interesting ideas recommend everybody get_word,positive,negative,-0.878548,0.41412901878356934
also link imdb sole purport commenting film blab_out congratulations never heard pic package dreadfully easy visit English_hawthorn beat make_it good Friend suggested im glad gem film actors great kathy bates meredith eaton particular look like truly fun time indisputable times bit circus_tent remember net time express_joy hard many times trend 2 hours hump laugh owe visit filmbr bromine highly recommended,positive,positive,0.996457,0.41264796257019043
